image,status,error,txt_path,translated,spoken_text,wav_path
(19).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(19)_20251209_111435.txt,True,"Di depan terlihat interior modern dengan tangga mengarah ke tingkat atas. Ada jendela di sisi kiri, yang memungkinkan cahaya alami masuk. Alat pemadam kebakaran terlihat dekat tangga. lantainya keramik, dan dindingnya dicat putih. Ruang tampak bersih dan terjaga. Tidak ada bahaya secara langsung untuk tunanetra, tapi tangga bisa menimbulkan risiko jika tidak digunakan dengan hati-hati.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_111440.wav
(2).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(2)_20251209_111500.txt,True,"Di depan terlihat seseorang berdiri di depan lift dengan tikar merah di depannya. Lift memiliki tanda terlihat itu adalah lift nomor 4. Ada tong sampah di sebelah lift. Lantainya mengkilap dan reflektif, dan dindingnya miring. Orang itu mengenakan kemeja hitam dan kuning, jeans biru, dan sepatu hitam. Tidak ada bahaya secara langsung untuk tunanetra, karena lift terlihat dengan jelas dan lantai halus.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_111506.wav
(20).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(20)_20251209_111531.txt,True,"Di depan ini terlihat pintu masuk gedung dengan tanda rancangan lantai. Tanda ditempatkan di berdiri dan daftar lantai dari 1 sampai 12. Ada tempat sampah baja stainless di depan papan. lantainya keramik, dan ada tanaman di pot dekat pintu masuk. Area ini dinyalakan dengan lampu di atas kepala. Tidak ada bahaya secara langsung untuk tunanetra, tetapi mereka harus berhati-hati dari posisi tanda dan rencana lantai untuk menghindari kebingungan.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_111537.wav
(21).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(21)_20251209_111556.txt,True,"Di depan ini terlihat area beraspal dengan beberapa tiang beton bulat. Ada orang dengan seragam berdiri di dekat hidran api. Tanah ini basah, mungkin dari hujan baru-baru ini. Tidak ada bahaya secara langsung untuk tunanetra, tapi permukaan basah bisa licin.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_111601.wav
(22).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(22)_20251209_111619.txt,True,"Di depan ini terlihat bangunan biru kecil dengan atap logam, terletak di area beraspal. Tampaknya menjadi gudang kecil atau bangunan utilitas. Tanahnya basah, terlihat hujan baru-baru ini. Tidak ada tanda-tanda bahaya secara langsung untuk tunanetra, karena bangunan jelas terlihat dan tidak ada hambatan di sekitarnya langsung.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_111625.wav
(23).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(23)_20251209_111648.txt,True,"Di depan ini terlihat tempat daur ulang hijau dengan tutup terbuka, mengungkapkan beberapa benda di dalamnya. Tempat sampahnya diletakkan di permukaan yang basah dan beraspal, mungkin setelah hujan. Ada bangku kayu di samping tempat sampah. Latar belakang meliputi pagar logam dikorupsi dan beberapa hijau. Area ini tampaknya di luar ruangan, mungkin di tempat umum atau semi-publik. Tidak ada bahaya secara langsung untuk tunanetra, tetapi permukaan basah mungkin membuatnya licin.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_111655.wav
(24).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(24)_20251209_111714.txt,True,"Di depan ini terlihat area tempat duduk sederhana dengan dua meja dan bangku. Ada ransel di salah satu meja. Area ini tampaknya terang, dan tidak ada bahaya secara langsung untuk tunanetra.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_111717.wav
(25).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(25)_20251209_111739.txt,True,"Di depan ini terlihat setup sederhana tabel dan kursi dalam ruang dalam ruangan. Tabel persegi panjang dengan lampu-berwarna atas dan kaki logam hitam. Ada juga beberapa bangku dengan puncak berwarna terang dan kaki logam hitam. Lantainya ditutupi dengan kerikil kecil berwarna. Area ini tampaknya menjadi makan malam santai atau ruang pertemuan. Tidak ada bahaya secara langsung bagi orang yang mengalami gangguan penglihatan, tetapi ruang dapat ditingkatkan dengan fitur tambahan seperti paving taktis atau isyarat audio untuk meningkatkan aksesibilitas.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_111746.wav
(26).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(26)_20251209_111807.txt,True,"Di depan terlihat area tertutup dengan beberapa skuter yang terparkir. Tanah ini dilapisi dengan batu bata, dan area yang dicukur oleh atap. Tidak ada bahaya secara langsung untuk tunanetra, karena skuter jelas terlihat dan area terang.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_111811.wav
(27).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(27)_20251209_111831.txt,True,"Di depan ini terlihat lokasi konstruksi dengan penghalang merah dan dua kerucut lalu lintas oranye. Ada juga tumpukan balok beton dan tumpukan batu bata. Area ini tampak basah, mungkin dari hujan baru-baru ini. Tidak ada bahaya secara langsung untuk tunanetra, tetapi mereka harus berhati-hati dan mengikuti instruksi keselamatan yang disediakan.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_111836.wav
(28).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(28)_20251209_111856.txt,True,"Di depan terlihat jalan basah, beraspal dengan trotoar di sebelah kiri. Ada mobil diparkir di sisi kanan jalan. Jalan tampaknya di area parkir atau dekat bangunan. Tanahnya basah, terlihat hujan baru-baru ini. Tidak ada bahaya secara langsung untuk tunanetra, tapi permukaan basah bisa licin.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_111901.wav
(29).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(29)_20251209_111926.txt,True,"Di depan ini terlihat sebagian terbuka pintu kayu mengarah ke lorong tertutup. Ada sepeda motor diparkir di jalan setapak. Area ini tampaknya sebuah jalan keluar tertutup dengan lantai berurat. Ada beberapa tanaman hijau terlihat di sisi kiri. Pintu sedikit terbuka, dan ada celah kecil di mana pintu bertemu dinding. Jalan setapak tertutup oleh atap, dan ada beberapa yang terlihat mendukung dan balok. Area ini terlihat agak berantakan dengan beberapa benda di tanah. Tidak ada bahaya secara langsung untuk tunanetra, tapi pintu terbuka bisa menimbulkan bahaya tersandung.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_111934.wav
(3).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(3)_20251209_111952.txt,True,"Di depan ini terlihat area tunggu modern yang luas dengan partisi kaca dan deretan kursi putih. Lantai yang mengkilap dan reflektif, dan langit-langit telah kembali pencahayaan. Tidak ada tanda-tanda bahaya terlihat bagi orang-tunanetra.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_111955.wav
(30).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(30)_20251209_112014.txt,True,"Di depan ini terlihat taman yang dijaga dengan baik dengan jalur menuju ke gedung. Ada pohon, semak-semak, dan kolam kecil. Area ini tampak aman untuk orang-tunanetra, karena tidak ada hambatan terlihat atau bahaya.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112018.wav
(31).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(31)_20251209_112037.txt,True,"Di depan terlihat lorong yang panjang dan terang dengan pintu kaca di kedua sisi. Ada orang yang berjalan menjauh dari kamera. Lorong memiliki penampilan, bersih modern dengan dinding putih dan lantai mengkilap. Tidak ada tanda-tanda bahaya atau hambatan. Pencahayaannya terang dan bahkan, membuat lingkungan aman untuk tunanetra.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112042.wav
(32).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(32)_20251209_112102.txt,True,"Di depan terlihat tangga dengan tangga hitam dan putih. Ada pegangan di sisi kiri. Dinding putih, dan ada jendela di atas tangga. tangga terlihat dengan jelas, dan desain keseluruhan modern dan bersih. Tidak ada bahaya bagi tunanetra karena tangga yang ditandai dengan baik dan pegangan tangan terlihat.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112107.wav
(33).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(33)_20251209_112126.txt,True,"Di depan terlihat lorong dengan seseorang berjalan menjauh dari kamera. Ada alat pemadam kebakaran dipasang di dinding di sisi kiri lorong. lantainya keramik, dan dindingnya dicat putih. Langit-langit memiliki beberapa lampu ditarik kembali. Tidak ada bahaya secara langsung untuk tunanetra, tetapi mereka harus berhati-hati dari alat pemadam api dan orang berjalan pergi.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112130.wav
(34).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(34)_20251209_112200.txt,True,"Di depan terlihat lift modern dengan ramping, logam selesai. Pintu terbuka, mengungkapkan, interior minimalis bersih. Lantainya dilapisi dengan ubin besar, gelap, dan ada tikar merah di dasar lift. Dinding-dinding juga dipenuhi dengan warna terang, menciptakan tampilan netral dan profesional. Ada tong sampah di latar depan. Gambar ini juga menyala, dengan cahaya alami datang dari sisi kiri, menciptakan efek yang lembut dan menyebar. Tidak ada tanda-tanda bahaya atau hambatan untuk tunanetra.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112208.wav
(35).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(35)_20251209_112229.txt,True,"Di depan terlihat pintu kantor modern dengan pintu kaca dan bingkai hitam. Ada alat pemadam kebakaran dipasang di dinding sebelah pintu. Lantainya dilapisi dengan kombinasi ubin hitam putih. Ruang tampak bersih dan terjaga. Tidak ada bahaya secara langsung untuk tunanetra, karena pintu terbuka dan pemadam kebakaran jelas terlihat.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112234.wav
(36).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(36)_20251209_112254.txt,True,"Di depan terlihat lorong dengan alat pemadam kebakaran dipasang di dinding. Ada tanda kuning hati-hati di lantai dekat pintu. lantainya keramik, dan ada kursi di sepanjang dinding. Lorong tampaknya berada di sebuah bangunan dengan pintu kaca dan partisi kaca. Tidak ada bahaya secara langsung untuk tunanetra, tapi tanda hati-hati dan pemadam kebakaran harus dicatat untuk keselamatan.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112258.wav
(37).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(37)_20251209_112319.txt,True,"Di depan ini terlihat lorong yang panjang dan kosong dengan partisi kaca di sebelah kiri dan deretan kursi logam di sebelah kanan. lantainya keramik, dan dindingnya terbuka dengan beberapa jendela kecil. Ada alarm kebakaran merah di dinding. Ruang tampak bersih dan terang. Tidak ada bahaya secara langsung untuk tunanetra, tapi kursi mungkin menimbulkan bahaya tersandung jika tidak digunakan dengan benar.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112325.wav
(38).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(38)_20251209_112346.txt,True,"Di depan terlihat satu set tangga dengan pegangan logam di sisi kanan. Tangganya terbuat dari material berwarna terang, mungkin ubin atau batu, dan memiliki finish yang halus dan dipoles. Dinding yang polos dan tidak ada hambatan terlihat atau bahaya. Area ini tampaknya dalam ruangan, mungkin di gedung umum atau kantor. Tidak ada tanda-tanda bahaya bagi orang-tunanetra, karena tangga terlihat dengan jelas dan tidak ada hambatan terlihat.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112353.wav
(39).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(39)_20251209_112413.txt,True,"Di depan ini terlihat jalur beraspal dengan pola bata, diapit oleh pohon dan hijau. Ada pot tanaman dan tempat sampah kuning di sisi kiri. Tanah tampak basah, mungkin dari hujan baru-baru ini. Tidak ada bahaya secara langsung bagi tunanetra, karena jalan terlihat dengan jelas dan tidak ada hambatan.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112417.wav
(4).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(4)_20251209_112439.txt,True,"Di depan terlihat lorong dengan pemadam api merah dipasang di dinding. Ada tanda hati-hati di lantai terlihat lantai basah. Lantai tampak miring, dan ada pintu di latar belakang. Tanda hati-hati adalah kuning dengan segitiga merah dan simbol peringatan, dan berbunyi ""FLOOR WET KAUSI"". Ada juga tanda dalam bahasa yang tampaknya bahasa Indonesia, yang diterjemahkan karena ""FLOOR WET KAUTION"". Lantainya basah, yang bisa menimbulkan kesalahan berbahaya bagi orang yang mengalami gangguan penglihatan.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112447.wav
(40).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(40)_20251209_112505.txt,True,"Di depan ini terlihat jalur beraspal dengan fitur air kecil dan beberapa pohon. Tidak ada bahaya secara langsung untuk tunanetra, tapi permukaan basah bisa licin.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112508.wav
(41).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(41)_20251209_112526.txt,True,"Di depan ini terlihat area luar modern dengan lantai beton dan dinding putih. Ada pagar logam sepanjang tepi, dan area tampaknya menjadi bagian dari bangunan dengan dinding kaca di latar belakang. Ruang ini terang dan bersih. Tidak ada bahaya secara langsung bagi orang-tunanetra, karena area ini terlihat dengan jelas dan tidak ada hambatan.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112531.wav
(42).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(42)_20251209_112551.txt,True,"Di depan terlihat area basah dan beraspal dengan dua kerucut oranye ditempatkan di tanah. Ada pohon dan bangunan di latar belakang. Tanah tampaknya basah, mungkin dari hujan baru-baru ini. Tidak ada bahaya secara langsung bagi tunanetra, karena kerucut jelas ditempatkan dan tidak ada hambatan lain.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112555.wav
(43).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(43)_20251209_112615.txt,True,"Di depan ini terlihat ruang makan terbuka-udara modern dengan meja dan bangku. Lantai ditutupi dengan kecil, kerikil putih, dan area ini terang dengan lampu gantung. Tidak ada bahaya yang terlihat untuk orang-tunanetra, karena ruang terlihat dengan jelas dan tabel spasi merata.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112620.wav
(44).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(44)_20251209_112639.txt,True,"Di depan ini terlihat jalan basah, beraspal dengan genangan air dan beberapa puing-puing. Ada pohon dan bangunan di latar belakang. Jalannya terlihat di taman atau area luar yang sama. Tidak ada bahaya secara langsung untuk tunanetra, tetapi permukaan basah dan genangan air bisa membuatnya licin.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112643.wav
(45).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(45)_20251209_112701.txt,True,Di depan ini terlihat satu set tangga dengan pagar logam. Tangganya hitam dan perapiannya terbuat dari perak. Ada tanda di dinding ke kiri. Lantainya putih. Tidak ada bahaya bagi tunanetra karena tangga terlihat dengan jelas dan pagar cukup lebar untuk memberikan dukungan.,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112706.wav
(46).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(46)_20251209_112726.txt,True,"Di depan ini terlihat seseorang duduk di jalan batu dalam sebuah taman-seperti latar. Jalan ini terbuat dari batu berbentuk besar, tidak teratur, dan ada tanaman hijau dan pohon-pohon di sekitar. Orang itu mengenakan jaket biru dan celana abu-abu. Latar belakang meliputi bangunan dengan jendela besar dan beberapa orang berjalan di kejauhan. Tanah tampak basah, mungkin dari hujan baru-baru ini. Tidak ada bahaya secara langsung untuk tunanetra, tapi jalan basah mungkin licin.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112733.wav
(47).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(47)_20251209_112754.txt,True,"Di depan ini terlihat seseorang berdiri di atas papan kayu yang sebagian terendam dalam air. Papan ini diposisikan di atas jalur bata. Ada hidran api merah di dekat sini. Area ini tampaknya taman atau taman dengan hijau dan pohon-pohon. Airnya dangkal, dan orang itu tampaknya menyeimbangkan papan. Tidak ada bahaya secara langsung untuk tunanetra, karena orang terlihat dan situasi jelas.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112759.wav
(48).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(48)_20251209_112818.txt,True,"Di depan ini terlihat kantor yang sibuk atau laboratorium dengan beberapa orang yang bekerja pada komputer. Ada beberapa meja dengan laptop, kursi, dan beberapa poster di dinding. Lingkungan tampaknya terang dan terorganisir. Tidak ada bahaya secara langsung bagi tunanetra, karena ruang terlihat dengan jelas dan tata letak secara langsung.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112822.wav
(49).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(49)_20251209_112841.txt,True,"Di depan ini terlihat ruang kerja dengan dua meja. Satu meja memiliki seseorang duduk, sementara yang lain memiliki setup komputer. Ada berbagai benda di meja, termasuk ransel, botol air, dan beberapa benda kecil. Ruangan ini tampak seperti kantor biasa atau ruang belajar. Tidak ada bahaya secara langsung bagi orang yang mengalami gangguan penglihatan, tapi area tersebut dapat berantakan, yang mungkin menimbulkan tantangan.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112846.wav
(5).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(5)_20251209_112904.txt,True,"Di depan terlihat modern, well- cahaya area penerimaan dengan ramping, counter putih. Lantainya mengkilap dan reflektif, dan ada jendela besar di latar belakang. Tidak ada tanda-tanda bahaya terlihat bagi orang-tunanetra.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112907.wav
(50).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(50)_20251209_112926.txt,True,"Di depan terlihat kamar mandi dengan wastafel, cermin, dan beberapa toilet di meja. Ada tanaman kecil dan sebotol pembersih tangan di meja. Dinding berwarna terang, dan ada pintu ke kiri. Kamar mandi terlihat bersih dan teratur. Tidak ada bahaya secara langsung untuk tunanetra, tapi pintu ke kiri mungkin menimbulkan risiko jika tidak ditutup dengan benar.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112931.wav
(6).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(6)_20251209_112950.txt,True,"Di depan ini terlihat dua orang berjalan di bawah lorong tertutup. Jalan setapak memiliki pola garis hitam dan putih. Tanah ditutupi dengan kerikil putih kecil. Ada pohon dan tanaman terlihat di latar belakang. Jalan setapak tampak aman untuk orang-tunanetra, karena terang dan memiliki jalur yang jelas.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_112954.wav
(7).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(7)_20251209_113012.txt,True,"Di depan terlihat jalan yang basah, miring dengan tanda kuning hati-hati terlihat lantai basah. Ada orang berjalan di latar belakang. Area ini tampaknya di luar ruangan, mungkin di ruang umum atau dekat bangunan. Lantai basah dapat berbahaya bagi orang-tunanetra yang mengandalkan taktik isyarat untuk menavigasi.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_113016.wav
(8).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(8)_20251209_113035.txt,True,"Di depan ini terlihat sebuah bangunan dengan tanda besar yang bertuliskan ""GKM FILKOM"". Ada pohon dengan daun hijau di depan gedung. Tanah dilapisi dengan batu-batu kecil, dan beberapa gugur daun tersebar di sekitarnya. Bangunan ini memiliki desain modern dengan jendela besar dan fondasi beton. Tidak ada tanda-tanda bahaya secara langsung bagi tunanetra.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_113041.wav
(9).jpg,ok,,/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/outputs-test/(9)_20251209_113101.txt,True,"Di depan ini terlihat sekelompok orang duduk di lantai dalam luas, sumur-lampu area dengan dinding putih dan pipa merah berjalan sepanjang langit-langit. Ada area rumput buatan hijau di latar belakang. Lantainya dijinakkan, dan ada alat pemadam kebakaran dipasang di dinding. Area ini tampaknya menjadi ruang publik atau komunal, mungkin ruang tunggu atau ruang istirahat. Tidak ada bahaya secara langsung untuk tunanetra, tetapi mereka harus berhati-hati dari lantai dan area hijau.",/home/skripsibro/qwenikol/skripsi-qwen2.5/testing-pipeline/audios-test/output_20251209_113109.wav
